# Справочник снаряжения Pocket Rogues, собран из файлов игры 1.38.3.1
#effects
E	12	ItemEffectArmor	Effects/ArmorEffects/1.27/Armor Effect - Poison Defence I	Armor Effect - Poison Defence I	Сопр. отравлению	15 22 30 40 60	0	0	0	0			Сопротивление отравлению увеличено на {0} единиц	-1		Poison Resistance	Poison resistance increased by {0} points	
E	13	ItemEffectArmor	Effects/ArmorEffects/1.27/Armor Effect - Stench	Armor Effect - Stench	Зловоние	12 15 18 22 25	0	0	0	0			Ближайшие живые враги двигаются медленнее и теряют {0}% защиты	-1		Stench	Surrounding alive enemies are slower and lose {0}% defense	
E	14	ItemEffectArmor	Effects/ArmorEffects/1.27/Armor Effect - Stone Defence I	Armor Effect - Stone Defence I	Сопр. окаменению	15 22 30 40 60	0	0	0	0			Сопротивление окаменению увеличено на {0} единиц	-1		Petrification Resistance	Petrification resistance increased by {0} points	
E	15	ItemEffectArmor	Effects/ArmorEffects/1.27/Armor Effect - Study I	Armor Effect - Study I	Ученик	4 5 6 8 10	0	0	0	0			Персонаж получает на {0}% больше опыта	-1		Student	Character gains {0}% more XP	
E	16	ItemEffectArmor	Effects/ArmorEffects/1.27/Armor Effect - Terror I	Armor Effect - Terror I	Устрашение	2 3 4 5 6	0	0	0	0			Ближайшие живые враги теряют {0}% защиты за каждый полученный ими удар	-1		Intimidation	Nearest living enemies lose {0}% defense for each hit they receive	
E	17	ItemEffectArmor	Effects/ArmorEffects/1.27/Armor Effect - Thief 0	Armor Effect - Thief 0	Золотоискатель	1 2 3 4 5	0	0	0	0			Повышает стоимость каждой подобранной монеты на +{0}	-1		Gold-digger	Increases the cost of each coin picked up by +{0}	
E	18	ItemEffectArmor	Effects/ArmorEffects/1.27/Armor Effect - Thief I	Armor Effect - Thief I	Золотоискатель	1 2 3 4 5	0	0	0	0			Повышает стоимость каждой подобранной монеты на +{0}	-1		Gold-digger	Increases the cost of each coin picked up by +{0}	
E	19	ItemEffectArmor	Effects/ArmorEffects/1.27/Armor Effect - Trader I	Armor Effect - Trader I	Купец	5 6 7 8 10	0	0	0	0			Цены Торговца выгоднее на {0}%. Не влияет на цены при уничтожении предметов	-1		Merchant	Merchant prices are {0}% better. Does not affect prices when destroying items	
E	20	ItemEffectArmor	Effects/ArmorEffects/1.35/Armor Effect - Crit Mod	Armor Effect - Crit Mod	Чутье убийцы	1 2 3 4 5	0	0	0	0			Вероятность критической атаки ув. на {0}%	-1		Killer flair	Increased Critical Chance by {0}%	
E	21	ItemEffectArmor	Effects/ArmorEffects/1.35/Armor Effect - Debuff Time Reduce	Armor Effect - Debuff Time Reduce	Подавление болезней	12 15 20 24 30	0	0	0	0			Время действия любых негативных эффектов снижено на {0}%	-1		Disease suppression	Duration of any debuffs reduced by {0}%	
E	22	ItemEffectArmor	Effects/ArmorEffects/1.35/Armor Effect - FullHpMpReg	Armor Effect - FullHpMpReg	Бодрость	75 100 125 150 200	0	0	0	0			При полном запасе здоровья скорость восстановления ОМ увеличена на значение, равное {0}% от скорости восстановления ОЗ	-1		Vigor	When at full health, MP recovery rate is increased by {0}% of HP recovery rate	
E	23	ItemEffectArmor	Effects/ArmorEffects/1.35/Armor Effect - Health Items Effs	Armor Effect - Health Items Effs	Обмен веществ	15 20 25 35 50	0	0	0	0			Зелья и еда восстанавливают на {0}% больше ОЗ	-1		Metabolism	Potions and food restore {0}% more HP	
E	24	ItemEffectArmor	Effects/ArmorEffects/1.35/Armor Effect - LessMpOnLowHp	Armor Effect - LessMpOnLowHp	Неукротимость	30 35 40 50 60	0	0	0	0			При запасе ОЗ ниже 30% все навыки расходуют на {0}% меньше ОМ	-1		Indomitable	When HP is below 30%, all skills consume {0}% less MP	
E	25	ItemEffectArmor	Effects/ArmorEffects/1.35/Armor Effect - Move Speed	Armor Effect - Move Speed	Атлетизм	4 6 8 10 12	0	0	0	0			Увеличивает скорость передвижения на {0}%	-1		Athleticism	Increases movement speed by {0}%	
E	26	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - Armor Group	Armor Effect - Armor Group	Чувство локтя	50 70 100 130 160	0	0	0	0			Все спутники персонажа получают +{0} к физ. защите	-1		Elbow feeling	All companions gain +{0} to phys. defense	
E	27	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - Arrows - Bleed	Armor Effect - Arrows - Bleed	Зазубренные наконечники	2 3 4 6 8	0	0	0	0			Каждая атака заполняет шкалу кровотечения цели на {0} ед.	-1		Jagged tips	Each attack fills the target's bleed gauge by {0} pts	
E	28	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - Arrows - Duplicate	Armor Effect - Arrows - Duplicate	Дубликатор	15 20 25 30 35	0	0	0	0			С шансом в {0}% при выстреле персонаж выпустит доп. снаряд в том же направлении	-1		Duplicator	With a {0}% chance on shot, the character will fire an extra projectile in the same direction	
E	29	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - Arrows - FollowTarget	Armor Effect - Arrows - FollowTarget	Одержимая стрела	0 0 0 0 0	0	0	0	0			Каждый выпущенный снаряд преследует цель, в которую целился персонаж	-1		Enchanted arrow	Each fired projectile tracks the target aimed at by the character	
E	30	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - Arrows - Ricochet	Armor Effect - Arrows - Ricochet	Рикошет	20 25 30 40 50	0	0	0	0			С шансом в {0}% после попадания снаряд отскочит в ближайшего врага	-1		Ricochet	With a {0}% chance, the projectile will ricochet to the nearest enemy	
E	31	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - Arrows - ThrowTarget	Armor Effect - Arrows - ThrowTarget	Пробитие	20 25 30 40 50	0	0	0	0			Снаряд с шансом в {0}% пробивает +1 цель насквозь	-1		Penetration	Projectile with {0}% chance pierces +1 target	
E	32	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - Book Gold	Armor Effect - Book Gold	Денежные ведомости	6 9 12 15 20	0	0	0	0			Персонаж получает на {0}% больше золота	-1		Payroll records	Character gains {0}% more gold	
E	33	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - Book XP	Armor Effect - Book XP	Заметки ученого	6 9 12 15 20	0	0	0	0			Персонаж получает на {0}% больше опыта	-1		Scholar's notes	Character gains {0}% more experience	
E	34	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - DmgPercent Dark	Armor Effect - DmgPercent Dark	Темная сила	12 15 18 24 30	0	0	0	0			Весь наносимый Проклятый урон ув. на {0}%	-1		Dark power	All Cursed damage increased by {0}%	
E	35	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - DmgPercent Electro	Armor Effect - DmgPercent Electro	Разряд молнии	12 15 18 24 30	0	0	0	0			Весь наносимый Молниевый урон ув. на {0}%	-1		Lightning bolt	All Lightning damage increased by {0}%	
E	36	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - DmgPercent Fire	Armor Effect - DmgPercent Fire	Испепеляющий жар	12 15 18 24 30	0	0	0	0			Весь наносимый Огненный урон ув. на {0}%	-1		Blazing heat	All Fire damage increased by {0}%	
E	37	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - DmgPercent Ice	Armor Effect - DmgPercent Ice	Обжигающий холод	12 15 18 24 30	0	0	0	0			Весь наносимый Ледяной урон ув. на {0}%	-1		Scorching cold	All Ice damage increased by {0}%	
E	38	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - DmgPercent Light	Armor Effect - DmgPercent Light	Сияние	12 15 18 24 30	0	0	0	0			Весь наносимый Святой урон ув. на {0}%	-1		Radiance	All Holy damage increased by {0}%	
E	39	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - DmgPercent Magic	Armor Effect - DmgPercent Magic	Колдовство	9 12 15 18 22	0	0	0	0			Весь наносимый Магический урон ув. на {0}%	-1		Sorcery	All Magical damage increased by {0}%	
E	40	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - ReduceMP Fire	Armor Effect - ReduceMP Fire	Тайны пламени	15 20 25 30 35	0	0	0	0			Навыки, наносящие Огненный урон, расходуют на {0}% меньше ОМ	-1		Secrets of flame	Skills dealing Fire damage use {0}% less MP	
E	41	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - RepceMP Dark	Armor Effect - RepceMP Dark	Запретные знания	15 20 25 30 35	0	0	0	0			Навыки, наносящие Проклятый урон, расходуют на {0}% меньше ОМ	-1		Forbidden knowledge	Skills dealing Cursed damage use {0}% less MP	
E	42	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - RepceMP Electro	Armor Effect - RepceMP Electro	Тайны молний	15 20 25 30 35	0	0	0	0			Навыки, наносящие Молниевый урон, расходуют на {0}% меньше ОМ	-1		Secrets of lightning	Skills dealing Lightning damage use {0}% less MP	
E	43	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - RepceMP Ice	Armor Effect - RepceMP Ice	Тайны льда	15 20 25 30 35	0	0	0	0			Навыки, наносящие Ледяной урон, расходуют на {0}% меньше ОМ	-1		Mysteries of ice	Skills dealing Ice damage use {0}% less MP	
E	44	ItemEffectArmor	Effects/ArmorEffects/1.37/Armor Effect - RepceMP Light	Armor Effect - RepceMP Light	Священные догматы	15 20 25 30 35	0	0	0	0			Навыки, наносящие Святой урон, расходуют на {0}% меньше ОМ	-1		Sacred dogmas	Skills dealing Holy damage use {0}% less MP	
E	45	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Antimagic	Armor Effect - Antimagic	Антимагия	5 8 12 15 20	0	0	0	0			Получаемый маг. урон снижен на {0}%	-1		Antimagic	Incoming magic damage reduced by {0}%	
E	46	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Bleed Resist	Armor Effect - Bleed Resist	Сопр. кровотечению	15 22 30 40 60	0	0	0	0			Сопротивление кровотечению увеличено на {0} единиц	-1		Bleed Resistance	Bleed resistance increased by {0}	
E	47	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - CageHelmet	Armor Effect - CageHelmet	Знание безумца	100 150 200 250 300	0	0	0	0			При получении любого негативного эффекта персонажем все окружающие его враги получают урон, равный {0}% урона персонажа в виде проклятого	-1		Madman's Knowledge	When the character receives any negative effect, all nearby enemies take damage equal to {0}% of the character's damage as cursed damage	
E	48	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - CompDmg	Armor Effect - CompDmg	Воля тирана	15 22 30 40 60	0	0	0	0			Все союзные существа наносят и получают на {0}% больше урона	-1		Tyrant's Will	All allied creatures deal and take {0}% more damage	
E	49	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - DmgDebuffCount	Armor Effect - DmgDebuffCount	Покаяние	5 7 9 11 13	0	0	0	0			Каждый негативный эффект или проклятие, действующие на персонажа, ув. наносимый урон на {0}%	-1		Penance	Each negative effect or curse affecting the character increases damage dealt by {0}%	
E	50	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Fire Resist	Armor Effect - Fire Resist	Огнестойкость	5 8 12 15 20	0	0	0	0			Получаемый огн. урон снижен на {0}%	-1		Fire Resistance	Incoming fire damage reduced by {0}%	
E	51	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Frost Resist	Armor Effect - Frost Resist	Морозостойкость	5 8 12 15 20	0	0	0	0			Получаемый лед. урон снижен на {0}%	-1		Frost Resistance	Incoming ice damage reduced by {0}%	
E	52	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Holiness	Armor Effect - Holiness	Святость	5 8 12 15 20	0	0	0	0			Получаемый прокл. урон снижен на {0}%	-1		Holiness	Incoming cursed damage reduced by {0}%	
E	53	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - LifeSteal	Armor Effect - LifeSteal	Кража Жизни	5 10 15 20 25	0	0	0	0			Все эффекты, связанные с восст. ОЗ и ОМ при нанесении урона или убийстве врага, на {0}% более эффективны	-1		Life Steal	All on-hit/on-kill HP/MP restoration effects are {0}% more effective	
E	54	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Meditation	Armor Effect - Meditation	Медитация	10 15 20 30 40	0	0	0	0			Вне боя ОЗ и ОМ восст. на {0}% быстрее	-1		Meditation	Out of combat, HP and MP recover {0}% faster	
E	55	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Reinforcement	Armor Effect - Reinforcement	Укрепление	5 10 15 20 25	0	0	0	0			Добавляет {0}% доп. защиты основного типа, который есть на предмете	-1		Reinforcement	Adds {0}% additional protection of the item’s primary defense type	
E	56	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Shock Resist	Armor Effect - Shock Resist	Грозостойкость	5 8 12 15 20	0	0	0	0			Получаемый молн. урон снижен на {0}%	-1		Shock Resistance	Incoming lightning damage reduced by {0}%	
E	57	ItemEffectArmor	Effects/ArmorEffects/1.38/Armor Effect - Unholiness	Armor Effect - Unholiness	Нечестивость	5 8 12 15 20	0	0	0	0			Получаемый свят. урон снижен на {0}%	-1		Unholiness	Incoming holy damage reduced by {0}%	
E	58	ItemEffectArmor	Effects/ArmorEffects/1.38/Book Effect - Hidden Power	Book Effect - Hidden Power	Скрытая сила	15 22 30 40 50	0	0	0	0			Шанс призыва усиленной нежити увеличен на {0}%	-1		Hidden Power	Chance to summon empowered undead increased by {0}%	
E	59	ItemEffectArmor	Effects/ArmorEffects/1.38/Book Effect - Strong Bones	Book Effect - Strong Bones	Крепкие кости	50 80 100 150 200	0	0	0	0			Вся призываемая нежить получает +{0} ед. физ. защиты	-1		Strong Bones	All summoned undead gain +{0} physical defense	
E	60	ItemEffectArmor	Effects/ArmorEffects/1.38/Hand Effect - Cat Reflex	Hand Effect - Cat Reflex	Кошачья реакция	10 15 20 25 30	0	0	0	0			Шанс получить крит. удар снижен на {0}%	-1		Cat Reflex	Chance to receive a critical hit reduced by {0}%	
E	61	ItemEffectArmor	Effects/ArmorEffects/1.38/Hand Effect - Combat Readiness	Hand Effect - Combat Readiness	Боевая готовность	15 20 25 30 35	0	0	0	0			Шкала заряда навыков заполняется на {0}% быстрее	-1		Combat Readiness	Skill charge gauge fills {0}% faster	
E	62	ItemEffectArmor	Effects/ArmorEffects/1.38/Hand Effect - Pickpocket	Hand Effect - Pickpocket	Щипач	6 9 12 15 20	0	0	0	0			С шансом в {0}% стоимость монеты при подборе будет удвоена	-1		Pickpocket	With a {0}% chance, a coin’s value will be doubled when picked up	
E	63	ItemEffectArmor	Effects/ArmorEffects/1.38/Hand Effect - Projectile Catching	Hand Effect - Projectile Catching	Ловля снарядов	10 14 18 24 30	0	0	0	0			Атаки дальнего боя наносят персонажу на {0}% меньше урона	-1		Projectile Catching	Ranged attacks deal {0}% less damage to the character	
E	64	ItemEffectArmor	Effects/ArmorEffects/1.38/Legs Effect - Acrobat	Legs Effect - Acrobat	Ловкач	0 0 0 0 0	0	0	0	0			Поверхности (такие как вода и паутина) не замедляют персонажа	-1		Acrobat	Surfaces (such as water and webs) do not slow the character	
E	65	ItemEffectArmor	Effects/ArmorEffects/1.38/Legs Effect - Nimbleness	Legs Effect - Nimbleness	Проворство	20 25 30 40 50	0	0	0	0			Эффекты, замедляющие персонажа, на {0}% менее эффективны	-1		Nimbleness	Effects that slow the character are {0}% less effective	
E	66	ItemEffectArmor	Effects/ArmorEffects/1.38/Legs Effect - Runner	Legs Effect - Runner	Бегун	8 10 12 16 25	0	0	0	0			Скорость спринта ув. на {0}%	-1		Runner	Sprint speed increased by {0}%	
E	67	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Asceticism	Armor Effect - Asceticism	Аскетизм	2 3 4 5 7	0	0	0	0			Каждый полученный удар восстанавливает {0} ОМ	-1		Asceticism	Each hit taken restores {0} MP	
E	68	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Blood	Armor Effect - Blood	Жажда Крови	10 14 18 22 25	0	0	0	0			Увеличивает наносимый урон на {0}% и макс. ОМ на 10 ед., но снижает макс. ОЗ на 10 ед.	-1		Bloodlust	Increases dealt damage by {0}% and max MP by 10 points but reduces max HP by 10 points	
E	69	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Def Animals	Armor Effect - Def Animals	Оберег Природы	12 15 18 21 25	0	0	0	0			Урон, получаемый от зверей, снижен на {0}%	-1		Nature's Charm	Damage taken from beasts is reduced by {0}%	
E	70	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Def Demons	Armor Effect - Def Demons	Оберег Хаоса	12 15 18 21 25	0	0	0	0			Урон, получаемый от демонов, снижен на {0}%	-1		Chaos's Charm	Damage taken from demons is reduced by {0}%	
E	71	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Def Humanoids	Armor Effect - Def Humanoids	Оберег Порядка	12 15 18 21 25	0	0	0	0			Урон, получаемый от гуманоидов, снижен на {0}%	-1		Order's Charm	Damage taken from humanoids is reduced by {0}%	
E	72	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Def Traps	Armor Effect - Def Traps	Чешуя	12 15 18 21 25	0	0	0	0			Ловушки наносят персонажу на {0}% меньше урона	-1		Scales	Traps deal {0}% less damage to the character	
E	73	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Def Undead	Armor Effect - Def Undead	Оберег Смерти	12 15 18 21 25	0	0	0	0			Урон, получаемый от нежити, снижен на {0}%	-1		Death's Charm	Damage taken from undead is reduced by {0}%	
E	74	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Life Aura	Armor Effect - Life Aura	Искра Восстановления	2 4 6 10 14	0	1	0	0			Скорость восстановления ОЗ увеличена на {0} ед./с	-1		Spark of Recovery	Increases HP recovery rate by {0} HP/s	
E	75	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Light	Armor Effect - Light	Источник света	25 30 40 55 65	0	0	0	0			Излучает слабый свет. Монстры, на которых смотрит персонаж, восст. ОЗ на {0}% медленнее	-1		Light Source	Emits a faint light. Monsters the character is looking at regenerate HP {0}% more slowly	
E	76	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Mirror	Armor Effect - Mirror	Шипы	100 125 150 200 300	0	0	0	0			Возвращает {0}% полученного урона атаковавшему противнику	-1		Thorns	Returns {0}% of the damage taken to the attacker	
E	77	ItemEffectArmor	Effects/ArmorEffects/Armor Effect - Stone Force	Armor Effect - Stone Force	Каменная Твердь	2 4 6 8 10	0	0	0	0			Вдвое снижает шанс оглушения и с шансом в {0}% оглушает любого атаковавшего врага	-1		The Stone Solid	Halves the stun chance, and with a {0}% chance stuns any enemy that attacks you	
E	78	ItemEffectArmor	Effects/ArmorEffects/Unique/AE CustomSkill Spec - Summon Nightmare	AE CustomSkill Spec - Summon Nightmare	Специальный навык	0 0 0 0 0	1	0	0	0			Заменяет специальный навык персонажа, пока надето	-1		Special Skill	Replaces character's special skill while equipped	
E	79	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Add Weapon Damage (Axe I)	Armor Effect - Add Weapon Damage (Axe I)	Мастер Топора	15 20 25 30 40	0	0	0	0			Урон, наносимый топором, увеличен на {0}%	-1		Axe Master	Axe damage increased by {0}%	
E	80	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Add Weapon Damage (Bow I)	Armor Effect - Add Weapon Damage (Bow I)	Мастер Лука	15 20 25 30 40	0	0	0	0			Урон, наносимый луком, увеличен на {0}%	-1		Bow Master	Bow damage increased by {0}%	
E	81	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Add Weapon Damage (Dagger I)	Armor Effect - Add Weapon Damage (Dagger I)	Мастер Кинжала	15 20 25 30 40	0	0	0	0			Урон, наносимый кинжалом, увеличен на {0}%	-1		Dagger Master	Dagger damage increased by {0}%	
E	82	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Add Weapon Damage (Staff I)	Armor Effect - Add Weapon Damage (Staff I)	Мастер Посоха	15 20 25 30 40	0	0	0	0			Урон, наносимый посохом, увеличен на {0}%	-1		Staff Master	Staff damage increased by {0}%	
E	83	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Add Weapon Damage (Sword I)	Armor Effect - Add Weapon Damage (Sword I)	Мастер Клинка	15 20 25 30 40	0	0	0	0			Урон, наносимый мечом, увеличен на {0}%	-1		Blade Master	Sword damage increased by {0}%	
E	84	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Add Weapon Damage (Wand I)	Armor Effect - Add Weapon Damage (Wand I)	Мастер Жезла	15 20 25 30 40	0	0	0	0			Урон, наносимый жезлом, увеличен на {0}%	-1		Wand Master	Wand damage increased by {0}%	
E	85	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Dash Cloak Shadow Long	Armor Effect - Dash Cloak Shadow Long	Теневой шаг		0	0	0	0			Немного увеличивает дистанцию рывка	-1		Shadow step	Slightly increases dash distance	
E	86	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Get Defence On Crit	Armor Effect - Get Defence On Crit	Избежание рока	20 25 30 35 40	0	0	0	0			Урон, получаемый от критических атак, снижен на {0}%. При получении критического урона персонаж на 8 с. повышает свою физ. защиту на 200 ед.	-1		Doom avoidance	Damage taken from critical attacks reduced by {0}%. When taking critical damage, the character increases phys. defense by 200 points for 8 s	
E	87	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Ghost Defence	Armor Effect - Ghost Defence	Связь с духами	7 10 13 16 20	0	0	0	0			Уровень всех существ, призываемых с помощью навыков или предметов, ув. на {0}%	-1		Spiritual connection	The level of all creatures summoned by skills or items is increased by {0}%	
E	88	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Ghost Ignore	Armor Effect - Ghost Ignore	Armor Effect - Ghost Ignore	15 20 25 30 35	0	0	0	0			Урон, получаемый от призрачных существ, снижен на {0}%. Призраки не видят вас сквозь препятствия	-1		Armor Effect - Ghost Ignore	Damage taken from ghostly creatures is reduced by {0}%. Ghosts cannot see you through obstacles	
E	89	ItemEffectArmor	Effects/ArmorEffects/Unique/Armor Effect - Reduce Skills Price	Armor Effect - Reduce Skills Price	Шепот Пустоты	8 10 12 15 20	0	0	0	0			Все навыки расходуют на {0}% меньше ОМ	-1		Whispers of the Void	All skills cost {0}% less MP	
E	90	ItemEffectArtifact		Artifact Effect - AddDef Elem (40)	Артефакт		0	0	40	0			Стих. защита персонажа увеличена на {0} ед.	65		Artifact	The character's elem. defense increased by {0} points	
E	91	ItemEffectArtifact		Artifact Effect - AddDef Magic (40)	Артефакт		0	0	40	0			Магич. защита персонажа увеличена на {0} ед.	64		Artifact	The character's mag. defense increased by {0} points	
E	92	ItemEffectArtifact		Artifact Effect - Attack Range (+7 persent)	Артефакт		0	0	7	0			Область действия атакующих навыков ув. на {0}%	68		Artifact	The range of attack skills is increased by {0}%	
E	93	ItemEffectArtifact		Artifact Effect - AutoCharge	Артефакт		0	0	0	0			Заряжаемые навыки срабатывают сразу, как только заполняется шкала	62		Artifact	Charged skills activate as soon as the bar fills	
E	94	ItemEffectArtifact		Artifact Effect - Bandages ( + 0.2 HP per Sec)	Артефакт		0	0	3	0			+0.{0}0 к восстановлению ОЗ/с	9		Artifact	+0.{0}0 to restore HP/s	
E	95	ItemEffectArtifact		Artifact Effect - BatWing (+2 AGL)	Артефакт		0	0	2	0			+{0} к Ловкости	5		Artifact	+{0} to Agility	
E	96	ItemEffectArtifact		Artifact Effect - BoneBeads	Артефакт		0	0	0	0			Все спутники (питомцы и наёмники) получают эффект "Гнев Предков": их физ. защита увеличена на 50 единиц, а урон - на 3 единицы	23		Artifact	All companions (pets and mercenaries) receive the "Ancestral Wrath" effect: their phys. defense is increased by 50 points, and damage by 3 points	
E	97	ItemEffectArtifact		Artifact Effect - Charge Speed (+20 persent)	Артефакт		0	0	15	0			Шкала заряда навыков накапливается на +{0}% быстрее	63		Artifact	Skill charge bar accumulates +{0}% faster	
E	98	ItemEffectArtifact		Artifact Effect - Coals (Torch Reg Effs)	Артефакт		0	0	50	0			Костры и факелы на {0}% эффективнее восст. ОЗ. Факел в руке ускоряет восст. ОЗ на 0.5 ед./с.	60		Artifact	Campfires and torches restore HP {0}% more effectively. A torch in hand increases HP recovery by 0.5 HP/sec.	
E	99	ItemEffectArtifact		Artifact Effect - Coins Price (+1)	Артефакт		0	0	1	0			Повышает стоимость каждой подобранной монеты на +{0}	55		Artifact	Increases the cost of each coin picked up by +{0}	
